Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries,Source_URLs,Image_URLs
"seed capital: Latest News & Videos, Photos about seed capital","seed capital Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. seed capital  Blogs, Comments and Archive News on Economictimes.com",[],None,"Expecting 20 bps decline in Wipro EBIT, eyes on share buyback: Urmil Shah, IDBI Capital 16 Apr, 2019, 03.17PM IST We are expecting a Rs 11,000-crore buyback from Wipro like last time, says Shah

Look for growth and profitability in cement, chemical and capital goods: Aveek Mitra 15 Apr, 2019, 05.32PM IST The market has moved quite significantly since Feb and this trend has been upward, says Mitra.

Share market update: BSE Capital Goods index rises; L&T up nearly 2% 16 Apr, 2019, 11.59AM IST The S&P BSE Capital Goods index was trading 1.12 per cent up at 18,589.17 around 12:13 pm.

After 2 yrs of decline, telcos may post 7% revenue growth 17 Apr, 2019, 07.22AM IST According to CRISIL, telcos may witness an increase in profitability with the earnings before interest, taxes, depreciation and amortisation margins improving by about 350 basis points.","['index', 'videos', 'latest', 'wipro', 'apr', 'telcos', 'ist', 'seed', 'capital', 'profitability', '2019', 'goods', 'photos', 'market']","Expecting 20 bps decline in Wipro EBIT, eyes on share buyback: Urmil Shah, IDBI Capital 16 Apr, 2019, 03.17PM IST We are expecting a Rs 11,000-crore buyback from Wipro like last time, says ShahLook for growth and profitability in cement, chemical and capital goods: Aveek Mitra 15 Apr, 2019, 05.32PM IST The market has moved quite significantly since Feb and this trend has been upward, says Mitra.
Share market update: BSE Capital Goods index rises; L&T up nearly 2% 16 Apr, 2019, 11.59AM IST The S&P BSE Capital Goods index was trading 1.12 per cent up at 18,589.17 around 12:13 pm.
After 2 yrs of decline, telcos may post 7% revenue growth 17 Apr, 2019, 07.22AM IST According to CRISIL, telcos may witness an increase in profitability with the earnings before interest, taxes, depreciation and amortisation margins improving by about 350 basis points.",https://economictimes.indiatimes.com/topic/seed-capital,https://img.etimg.com/photo/65498029.cms
"Did you know, Google reportedly offered $30 billion to acquire Snap Inc in 2016, Marketing & Advertising News, ET BrandEquity",Google had held informal dialogue with Snap and floated an offer of $30 billion before the latter's last funding round,[],None,"Search engine giant Google had offered $30 billion to buy Snap Inc -- the parent company of popular messaging app Snapchat -- in 2016 and a similar offer is still open , a media report said.Google had held informal dialogue with Snap and floated an offer of $30 billion before the latter's last funding round, said a report in Business Insider on Thursday.Snap's CEO Evan Spiegel, who is widely considered as being independent, apparently did not show interest in selling his firm to Google or anybody else.Spiegel also values running Snap in Southern California and outside of Silicon Valley , where Alphabet -- Google's parent company is headquartered.Earlier, in 2013, Google was rumoured to have been tried to acquire Snapchat for $4 billion after Spiegel refused an offer from Facebook CEO Mark Zuckerberg , the report added.Snap Inc is set to announce earnings report next week, its second since going public at $17 just four months ago.","['report', 'spiegel', 'parent', 'ceo', 'advertising', 'billion', 'et', 'know', 'google', 'offer', 'snapchat', 'brandequity', 'snap', 'offered', 'marketing', 'reportedly', 'company']","Search engine giant Google had offered $30 billion to buy Snap Inc -- the parent company of popular messaging app Snapchat -- in 2016 and a similar offer is still open , a media report said.Google had held informal dialogue with Snap and floated an offer of $30 billion before the latter's last funding round, said a report in Business Insider on Thursday.Snap's CEO Evan Spiegel, who is widely considered as being independent, apparently did not show interest in selling his firm to Google or anybody else.Spiegel also values running Snap in Southern California and outside of Silicon Valley , where Alphabet -- Google's parent company is headquartered.Earlier, in 2013, Google was rumoured to have been tried to acquire Snapchat for $4 billion after Spiegel refused an offer from Facebook CEO Mark Zuckerberg , the report added.Snap Inc is set to announce earnings report next week, its second since going public at $17 just four months ago.",https://brandequity.economictimes.indiatimes.com/news/business-of-brands/did-you-know-google-reportedly-offered-30-billion-to-acquire-snap-inc-in-2016/59913859,"https://etimg.etb2bimg.com/thumb/msid-59913859,imgsize-,width-800,height-434,overlay-etbrandequity/did-you-know-google-reportedly-offered-30-billion-to-acquire-snap-inc-in-2016.jpg"
,,,,,,,https://economictimes.indiatimes.com/magazines/panache/missing-ganesh-chaturthi-celebrations-sonali-bendre-shares-heartfelt-post/articleshow/67394716.cms,
"Page 1534 : Economic Times Blog: News Blogs, Business Articles & Opinions","Page 1534 : Browse through Business Blogs, News, Articles, Expert Opinions & more on Economic Times Blog. Find news blogs on markets, stocks, wealth, mutual fund & more.","['Economic Times', 'Toi Edit', 'Chidanand Rajghatta', 'Bachi Karkaria', 'V Raghunathan', 'Poonam Mahajan', 'Vikram Doctor', 'Dev Nathan', 'Sandip Sen', 'Sameer Arshad']",None,By Boria Majumdar This is one of cricket’s most debated topics. Should there be minnows in a World Cup? Do they add anything to the tournament or are they just there to make up for…,"['world', 'tournament', 'times', 'cup', 'majumdar', 'economic', 'boria', 'topics', 'opinions', 'page', 'business', 'articles', 'blogs', 'minnows', 'debated', 'add', 'blog', '1534', 'crickets']","By Boria Majumdar This is one of cricket’s most debated topics.
Should there be minnows in a World Cup?
Do they add anything to the tournament or are they just there to make up for…",https://economictimes.indiatimes.com/blogs/page/1534/?utm_source=newsletter&utm_medium=email&utm_campaign=Dailynewsletter&ncode=16563924cc3e2454e6c7731f3f12a759,https://economictimes.indiatimes.com/blogs/wp-content/themes/blogstheme/images/et-blog-facebook.jpg
"Page 1532 : Economic Times Blog: News Blogs, Business Articles & Opinions","Page 1532 : Browse through Business Blogs, News, Articles, Expert Opinions & more on Economic Times Blog. Find news blogs on markets, stocks, wealth, mutual fund & more.","['Ajita Chowhan', 'Swati Sucharita', 'Jug Suraiya', 'Economic Times', 'Indrajeet Rai', 'Gaurav Mashruwala', 'Raghu Dayal', 'Et Edit', 'Abheek Barman', 'Toi Edit']",None,"By Ketan Dalal With the new government in place and the action in the last several months, this year’s Budget promises to be a major event. While there are various aspects which one could look…","['various', 'major', '1532', 'times', 'economic', 'place', 'dalal', 'opinions', 'page', 'event', 'months', 'business', 'articles', 'budget', 'look', 'blogs', 'ketan', 'promises', 'blog']","By Ketan Dalal With the new government in place and the action in the last several months, this year’s Budget promises to be a major event.
While there are various aspects which one could look…",https://economictimes.indiatimes.com/blogs/page/1532/?utm_source=newsletter&utm_medium=email&utm_campaign=NIO&ncode=8152812d8c69db6bca27d73120dd0bdd,https://economictimes.indiatimes.com/blogs/wp-content/themes/blogstheme/images/et-blog-facebook.jpg
"seed funding: Latest News & Videos, Photos about seed funding","seed funding Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. seed funding  Blogs, Comments and Archive News on Economictimes.com",[],None,"Commodity Outlook: Oil prices to take a dip; base metals may trade sideways 16 Apr, 2019, 11.44AM IST Brokerage SMC Global Securities has some projections on various commodities.

SurveySparrow raises $1.4 million in seed funding from Prime Venture Partners 2 Apr, 2019, 05.35PM IST The company's founder, Shihab Muhammed, said the funds will be used for product development and hope to clock more than 20,000 customers by the year end.

SurveySparrow raises $1.4 million seed funding from Prime Venture Partners 2 Apr, 2019, 03.53PM IST Since its launch, SurveySparrow has conducted over 20,000 surveys and has over 8,000 customers in 108 countries including companies like DiDi, PaySafe, FedEx, Deloitte Digital, SAP, and Siemens.

Risk asset gains sow seeds of instability, doubt, and how! 1 Apr, 2019, 10.55AM IST Discomfort is on display that pushed yields of the world’s safest debt to the lowest in years.

AgriTech startup Intello Labs raises $2mn seed round from Nexus Venture Partners and Omnivore 3 Apr, 2019, 12.38PM IST The company aims to become the de-facto quality platform across agribusiness value chains for trading, procurement, grading, pricing, marketing, and traceability.","['videos', 'latest', 'funding', 'raises', 'partners', 'apr', 'ist', 'prime', 'seed', 'million', '2019', 'photos', 'venture']","Commodity Outlook: Oil prices to take a dip; base metals may trade sideways 16 Apr, 2019, 11.44AM IST Brokerage SMC Global Securities has some projections on various commodities.
SurveySparrow raises $1.4 million in seed funding from Prime Venture Partners 2 Apr, 2019, 05.35PM IST The company's founder, Shihab Muhammed, said the funds will be used for product development and hope to clock more than 20,000 customers by the year end.
SurveySparrow raises $1.4 million seed funding from Prime Venture Partners 2 Apr, 2019, 03.53PM IST Since its launch, SurveySparrow has conducted over 20,000 surveys and has over 8,000 customers in 108 countries including companies like DiDi, PaySafe, FedEx, Deloitte Digital, SAP, and Siemens.
1 Apr, 2019, 10.55AM IST Discomfort is on display that pushed yields of the world’s safest debt to the lowest in years.
AgriTech startup Intello Labs raises $2mn seed round from Nexus Venture Partners and Omnivore 3 Apr, 2019, 12.38PM IST The company aims to become the de-facto quality platform across agribusiness value chains for trading, procurement, grading, pricing, marketing, and traceability.",https://economictimes.indiatimes.com/topic/seed-funding,https://img.etimg.com/photo/65498029.cms
"kochi travancore sugars: Latest News & Videos, Photos about kochi travancore sugars","kochi travancore sugars Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. kochi travancore sugars  Blogs, Comments and Archive News on Economictimes.com",[],None,"Rum saves Kerala public sector unit from the brink of closure 4 Jul, 2016, 10.55AM IST Jawan Deluxe XXX Rum has resurrected the fortunes of the company saving it from the brink of closure after the sugar and distillery divisions folded up.

ETMarkets Morning Podcast: What's going to sway your market today 1 Feb, 2017, 09.03AM IST US stocks ended mixed while markets across Korea, Japan and Australia were trading higher in early trade on Wednesday, ahead of the outcome of the two-day policy review by the US Fed.

Pre-market: What changed overnight, and top cues before the Opening Bell 1 Feb, 2017, 07.51AM IST The Economic Survey 2016-17 presented on Tuesday questioned the complex methodology that global rating agencies use while assigning sovereign ratings to countries.

Government looking at reducing interest rate on loan given to FACT 30 May, 2017, 02.11PM IST The government is ""actively considering"" lowering interest rate on the Rs 1,000 crore loan given to state-run fertiliser firm FACT for its revival and expansion of production capacity to one million tonnes this fiscal.

Coconut farmers cashing in on by-products like sugar and honey 21 Apr, 2015, 04.00AM IST Many of the 25 coconut producers have started production of neera and associated products, ensuring a minimum income of Rs 1,000 per tree a month.","['videos', 'latest', 'kochi', 'travancore', 'sugar', 'rate', 'ist', 'rs', 'interest', 'sugars', 'given', 'loan', 'production', '2017', 'photos', 'rum']","Rum saves Kerala public sector unit from the brink of closure 4 Jul, 2016, 10.55AM IST Jawan Deluxe XXX Rum has resurrected the fortunes of the company saving it from the brink of closure after the sugar and distillery divisions folded up.
ETMarkets Morning Podcast: What's going to sway your market today 1 Feb, 2017, 09.03AM IST US stocks ended mixed while markets across Korea, Japan and Australia were trading higher in early trade on Wednesday, ahead of the outcome of the two-day policy review by the US Fed.
Pre-market: What changed overnight, and top cues before the Opening Bell 1 Feb, 2017, 07.51AM IST The Economic Survey 2016-17 presented on Tuesday questioned the complex methodology that global rating agencies use while assigning sovereign ratings to countries.
Government looking at reducing interest rate on loan given to FACT 30 May, 2017, 02.11PM IST The government is ""actively considering"" lowering interest rate on the Rs 1,000 crore loan given to state-run fertiliser firm FACT for its revival and expansion of production capacity to one million tonnes this fiscal.
Coconut farmers cashing in on by-products like sugar and honey 21 Apr, 2015, 04.00AM IST Many of the 25 coconut producers have started production of neera and associated products, ensuring a minimum income of Rs 1,000 per tree a month.",https://economictimes.indiatimes.com/topic/kochi-travancore-sugars,https://img.etimg.com/photo/65498029.cms
,,,,,,,https://economictimes.indiatimes.com/magazines/panache/the-ultimate-guide-to-staying-fit-in-your-30s/articleshow/59120502.cms,
"European Research Group: Latest News & Videos, Photos about European Research Group","European Research Group Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. European Research Group  Blogs, Comments and Archive News on Economictimes.com",[],None,"RBI hints at communication as a policy tool: SBI report 16 Apr, 2019, 07.47PM IST China has been experimenting with rate cuts that are not multiples of 25 basis points.

Money, money, money: The tycoon factor in India's election 14 Apr, 2019, 11.16AM IST PM Modi's re-election bid has received huge financial backing from corporate India.

Some mutual funds have taken risky bets on Essel Group, IL&FS. Are they really equipped to evaluate credit risks? 16 Apr, 2019, 08.04AM IST The IL&FS collapse masks a prosaic and often-forgotten truth that financial markets encounter every decade.

Notre-Dame blaze probably accidental, French prosecutors say 16 Apr, 2019, 04.01PM IST More than 400 firemen were needed to tame the inferno that consumed the roof and collapsed the spire of the eight-centuries-old cathedral.

Australia shares climb as Rio Tinto, financials gain; NZ up 16 Apr, 2019, 12.58PM IST The S&P/ASX 200 index closed up 0.4 per cent, or 26.0 points, to 6,277.40, having ended flat Monday.","['videos', 'latest', 'group', 'tycoon', 'money', 'apr', 'tool', 'european', 'ist', 'financial', '16', 'research', '2019', 'ilfs', 'truth', 'photos']","RBI hints at communication as a policy tool: SBI report 16 Apr, 2019, 07.47PM IST China has been experimenting with rate cuts that are not multiples of 25 basis points.
Money, money, money: The tycoon factor in India's election 14 Apr, 2019, 11.16AM IST PM Modi's re-election bid has received huge financial backing from corporate India.
16 Apr, 2019, 08.04AM IST The IL&FS collapse masks a prosaic and often-forgotten truth that financial markets encounter every decade.
Notre-Dame blaze probably accidental, French prosecutors say 16 Apr, 2019, 04.01PM IST More than 400 firemen were needed to tame the inferno that consumed the roof and collapsed the spire of the eight-centuries-old cathedral.
Australia shares climb as Rio Tinto, financials gain; NZ up 16 Apr, 2019, 12.58PM IST The S&P/ASX 200 index closed up 0.4 per cent, or 26.0 points, to 6,277.40, having ended flat Monday.",https://economictimes.indiatimes.com/topic/European-Research-Group,https://img.etimg.com/photo/65498029.cms
"Seed team: Latest News & Videos, Photos about Seed team","Seed team Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. Seed team  Blogs, Comments and Archive News on Economictimes.com",[],None,"DK closer to the role MSD plays for India: MSK Prasad, chairman of Indian cricket selection committee 15 Apr, 2019, 11.33PM IST For a long time we’ve been building to this day. We’ve watched every possible match we needed to, discussed and analysed for hours and hours to make sure we are as thorough as possible.

Mithali Raj named goodwill ambassador of Team India at the Street Child Cricket World Cup 16 Apr, 2019, 02.56PM IST The Street Child Cricket World Cup 2019 is the first cricket world cup for street-connected children.

Indian team for ICC World Cup 2019 announced, Rishabh Pant dropped 15 Apr, 2019, 03.23PM IST That there is hope of India winning the World Cup made the selection that much more exciting.

Leading a team with people older than you? Don't remind them of age, be open to their ideas 16 Apr, 2019, 11.06AM IST With CEOs getting younger, it’s important to remember these tips to respect those older than you.

Chennai team develops device to test antibiotic resistance in just 6 hours 15 Apr, 2019, 10.59AM IST It identifies resistant strains of bacteria within six hours, helping physicians choose the right drug, all at a cost of Rs 100 to 300.","['videos', 'latest', 'world', 'india', '15', 'apr', 'ist', 'seed', 'cup', 'cricket', '2019', 'hours', 'photos', 'team']","DK closer to the role MSD plays for India: MSK Prasad, chairman of Indian cricket selection committee 15 Apr, 2019, 11.33PM IST For a long time we’ve been building to this day.
We’ve watched every possible match we needed to, discussed and analysed for hours and hours to make sure we are as thorough as possible.
Mithali Raj named goodwill ambassador of Team India at the Street Child Cricket World Cup 16 Apr, 2019, 02.56PM IST The Street Child Cricket World Cup 2019 is the first cricket world cup for street-connected children.
Indian team for ICC World Cup 2019 announced, Rishabh Pant dropped 15 Apr, 2019, 03.23PM IST That there is hope of India winning the World Cup made the selection that much more exciting.
Don't remind them of age, be open to their ideas 16 Apr, 2019, 11.06AM IST With CEOs getting younger, it’s important to remember these tips to respect those older than you.",https://economictimes.indiatimes.com/topic/Seed-team,https://img.etimg.com/photo/65498029.cms
"television actress: Latest News & Videos, Photos about television actress","television actress Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. television actress  Blogs, Comments and Archive News on Economictimes.com",[],None,"Party hopping-once a taboo, now a virtue in western Uttar Pradesh 17 Apr, 2019, 04.50PM IST Old-timers, however, lament the ""decline in moral standards"" of the people and the candidates over the years.

Bold, inspiring, talented: Emma Watson is everything a new-age actress should be 15 Apr, 2019, 03.51PM IST As the actress turns 29, here's everything that she's doing to make a difference to the world.

Buy TVS Motor Company, target Rs 515.: Manas Jaiswal 15 Apr, 2019, 08.37AM IST Buy TVS Motor Company Ltd. at a price target of Rs 515.0 and a stoploss at Rs 492 from entry point.

Shemaroo acquires 50% stake in Dominiche Productions 15 Apr, 2019, 04.19PM IST Following the deal, Dominiche’s content will be distributed across various platforms of Shemaroo along with the recently launched OTT app ShemarooMe.

Share market update: Media shares decline; TV18 Broadcast slumps 5% 15 Apr, 2019, 12.55PM IST The Nifty Media index was trading 0.32 per cent down at 2435.10 around 02:05 pm.","['videos', 'latest', 'target', '15', 'apr', 'media', 'ist', 'rs', 'decline', '2019', 'tvs', 'actress', 'photos', 'motor', 'television']","Party hopping-once a taboo, now a virtue in western Uttar Pradesh 17 Apr, 2019, 04.50PM IST Old-timers, however, lament the ""decline in moral standards"" of the people and the candidates over the years.
Bold, inspiring, talented: Emma Watson is everything a new-age actress should be 15 Apr, 2019, 03.51PM IST As the actress turns 29, here's everything that she's doing to make a difference to the world.
Buy TVS Motor Company, target Rs 515.: Manas Jaiswal 15 Apr, 2019, 08.37AM IST Buy TVS Motor Company Ltd. at a price target of Rs 515.0 and a stoploss at Rs 492 from entry point.
Shemaroo acquires 50% stake in Dominiche Productions 15 Apr, 2019, 04.19PM IST Following the deal, Dominiche’s content will be distributed across various platforms of Shemaroo along with the recently launched OTT app ShemarooMe.
Share market update: Media shares decline; TV18 Broadcast slumps 5% 15 Apr, 2019, 12.55PM IST The Nifty Media index was trading 0.32 per cent down at 2435.10 around 02:05 pm.",https://economictimes.indiatimes.com/topic/television-actress,https://img.etimg.com/photo/65498029.cms
"Kekade is brand ambassador of mission safe food Pune, Retail News, ET Retail",The Food and Drugs Administration has roped in chef Shailendra Kekade as the brand ambassador for its initiative - 'mission safe food Pune'.,[],None,"PUNE: The Food and Drugs Administration has roped in chef Shailendra Kekade as the brand ambassador for its initiative - 'mission safe food Pune'.""This will help boost the mission. The brand ambassador will help us reach all the segments of people who are residing in Pune whom we are targetting to make this mission successful,"" said Shashikant Kekare, joint commissioner (food), FDA , Pune division.Kekade who runs a food show on a channel said, ""The responsibility given to me by FDA is very huge and challenging. As a Puneite, I will make sure that I don't leave any stone unturned to make sure that the mission hits the right target.""Assistant commissioners (food) Dilip Sangat, Sanjay Naragude, Shivkumar Kodgire and Sanee Awsarmmel, chairman of Indian Hospitality Ventures and Gurvinder Bindra , chairman, Bindra's Hospitality were present at the announcement function.The Food and Drugs Administration (FDA) has rolled out an ambitious food safety plan in the city to set an example in entire Maharashtra regarding food safety and hygiene.Under this plan, the FDA in association with reputed catering firms will initiate mass training and orientation in food handling and hygiene practices which will be imparted to all restaurants owners, kitchen operators from various hotels and basic food cart owners.","['fda', 'brand', 'plan', 'ambassador', 'mission', 'retail', 'et', 'help', 'safe', 'owners', 'food', 'pune', 'kekade', 'sure', 'safety', 'hospitality']","PUNE: The Food and Drugs Administration has roped in chef Shailendra Kekade as the brand ambassador for its initiative - 'mission safe food Pune'.
""This will help boost the mission.
The brand ambassador will help us reach all the segments of people who are residing in Pune whom we are targetting to make this mission successful,"" said Shashikant Kekare, joint commissioner (food), FDA , Pune division.Kekade who runs a food show on a channel said, ""The responsibility given to me by FDA is very huge and challenging.
As a Puneite, I will make sure that I don't leave any stone unturned to make sure that the mission hits the right target.
""Assistant commissioners (food) Dilip Sangat, Sanjay Naragude, Shivkumar Kodgire and Sanee Awsarmmel, chairman of Indian Hospitality Ventures and Gurvinder Bindra , chairman, Bindra's Hospitality were present at the announcement function.The Food and Drugs Administration (FDA) has rolled out an ambitious food safety plan in the city to set an example in entire Maharashtra regarding food safety and hygiene.Under this plan, the FDA in association with reputed catering firms will initiate mass training and orientation in food handling and hygiene practices which will be imparted to all restaurants owners, kitchen operators from various hotels and basic food cart owners.",https://retail.economictimes.indiatimes.com/news/food-entertainment/food-services/Kekade-is-brand-ambassador-of-mission-safe-food-Pune/22202946,https://st.etb2bimg.com/Themes/Release/images/responsive/retail-logo-square-min.jpg
,,,,,,,https://economictimes.indiatimes.com/magazines/panache/lack-of-oxygen-at-a-tumours-core-may-develop-cancer-cells/articleshow/54329988.cms,
"Express Clinics: Latest News & Videos, Photos about Express Clinics","Express Clinics Latest Breaking News, Pictures, Videos, and Special Reports from The Economic Times. Express Clinics  Blogs, Comments and Archive News on Economictimes.com",[],None,"Govt to extend deadline for submission of bids for sale of Air India's ground handling arm till May 16 15 Apr, 2019, 04.27PM IST The expression of interest (EoI) was floated on February 12 and the last date for submission of bids was fixed as April 16.

Investors Clinic sells properties worth Rs 500 crore during Mar 24-31 sale festival 13 Apr, 2019, 03.26PM IST ""The total worth of properties sold during the event was Rs 500 crore,"" the company said in a statement.

Realty hot spot series: This Mumbai suburb's main attractions are connectivity and infrastructure 15 Apr, 2019, 06.30AM IST There are more than 18 schools, 20 hospitals and 18 banks in Andheri East. The area is well connected via the Western Express Highway, Andheri Railway Station and Metro Line-1.

EC shoots off letter expressing displeasure ​at Andhra CM's delegation including EVM theft accused techie 13 Apr, 2019, 09.56PM IST Prasad had strongly raised questions about the non tamperability of EVMs. He was arrested in 2010 in the EVM theft case.

Jet pilots, engineers joining SpiceJet at 30-50% pay cut 14 Apr, 2019, 01.12PM IST Spicejet is now hiring engineers and pilots at much lower pay than their current salaries at the financialy-troubled Jet.","['videos', 'theft', 'submission', 'worth', 'apr', 'express', 'sale', 'ist', 'spicejet', 'rs', '2019', 'properties', 'clinics', 'latest', 'photos']","Investors Clinic sells properties worth Rs 500 crore during Mar 24-31 sale festival 13 Apr, 2019, 03.26PM IST ""The total worth of properties sold during the event was Rs 500 crore,"" the company said in a statement.
Realty hot spot series: This Mumbai suburb's main attractions are connectivity and infrastructure 15 Apr, 2019, 06.30AM IST There are more than 18 schools, 20 hospitals and 18 banks in Andheri East.
The area is well connected via the Western Express Highway, Andheri Railway Station and Metro Line-1.
EC shoots off letter expressing displeasure ​at Andhra CM's delegation including EVM theft accused techie 13 Apr, 2019, 09.56PM IST Prasad had strongly raised questions about the non tamperability of EVMs.
Jet pilots, engineers joining SpiceJet at 30-50% pay cut 14 Apr, 2019, 01.12PM IST Spicejet is now hiring engineers and pilots at much lower pay than their current salaries at the financialy-troubled Jet.",https://economictimes.indiatimes.com/topic/Express-Clinics,https://img.etimg.com/photo/65498029.cms
date rape drugs News and Updates from The Economic Times,date rape drugs News and Updates from The Economictimes.com,[],None,"Weinstein’s lawyer, Benjamin Brafman, may withdraw from rape case 16 Jan, 2019, 06.07PM IST The two men were reportedly at odds recently after Weinstein began reaching out to other lawyers to beef up his defense team.

Chris Brown released a day after being arrested in Paris following rape accusations 23 Jan, 2019, 08.14AM IST The 24-year-old woman said the alleged crimes took place on January 16 in a hotel room.

Cognizant plans 'wellness practices' for traumatised staff on Facebook duty 27 Feb, 2019, 11.22AM IST Reacting to the report, Cognizant told CRN late Tuesday that it has investigated the specific workplace issues raised in a recent report.

Facebook admits it needs to do more for content reviewers 27 Feb, 2019, 06.10PM IST Facebook said its agreements with partners explicitly require good facilities, wellness breaks for employees and resiliency support.

DNA test confirms role of key accused in Rewari gang rape 25 Oct, 2018, 03.04PM IST This was revealed in the 594 pages-long chargesheet filed by Rewari police on October 15, where they have listed eight accused along with 38 witnesses.

Paper chip detects date rape drug ketamine 2 Nov, 2016, 01.37PM IST Kolkata, Nov 2 (IANS) An ultrasensitive paper chip developed by Indian scientists can detect minute amounts of ketamine, a date rape drug, in a jiffy, in biological samples as well as in alcoholic and non-alcoholic beverages, a researcher said on Wednesday.

“I spoke out because someone had to” Japan’s face of the #MeToo movement 13 Dec, 2018, 09.50AM IST Yamaguchi, a former Washington bureau chief for Tokyo Broadcasting System and someone considered close to Prime Minister Shinzo Abe, was acquitted of criminal charges.

Haryana gang rape: Khattar summons DGP, Rewari SP shunted out 16 Sep, 2018, 06.22PM IST As pressure built on it to act swiftly, the police arrested a registered medical practitioner, who first attended to the woman, and a villager on whose property she was found.

Troubled by the humdrum of city life, this author opted for a Vipassana retreat to reboot her soul 16 Mar, 2019, 11.00PM IST Vipassana is where one goes to disconnect to live optimally in a connected world.

No prisoner convicted for rape, murder, corruption to be released under government amnesty scheme 13 Aug, 2018, 05.55PM IST The central government has already conveyed to all states the guidelines on who all eligible for amnesty and asked them to prepare a list by August 15 .

Tripura’s drug menace was bigger than Punjab’s: Biplab Deb 8 Sep, 2018, 11.00PM IST ""Ending the drug menace in Tripura and stopping atrocities against women are two big achievements of our 6-month old government,"" Biplab Deb said.","['economic', 'rewari', 'woman', 'wellness', 'updates', 'drug', 'date', 'drugs', 'ist', 'times', '2018', '16', '2019', 'vipassana', 'rape']","Weinstein’s lawyer, Benjamin Brafman, may withdraw from rape case 16 Jan, 2019, 06.07PM IST The two men were reportedly at odds recently after Weinstein began reaching out to other lawyers to beef up his defense team.
Chris Brown released a day after being arrested in Paris following rape accusations 23 Jan, 2019, 08.14AM IST The 24-year-old woman said the alleged crimes took place on January 16 in a hotel room.
Facebook admits it needs to do more for content reviewers 27 Feb, 2019, 06.10PM IST Facebook said its agreements with partners explicitly require good facilities, wellness breaks for employees and resiliency support.
Paper chip detects date rape drug ketamine 2 Nov, 2016, 01.37PM IST Kolkata, Nov 2 (IANS) An ultrasensitive paper chip developed by Indian scientists can detect minute amounts of ketamine, a date rape drug, in a jiffy, in biological samples as well as in alcoholic and non-alcoholic beverages, a researcher said on Wednesday.
Troubled by the humdrum of city life, this author opted for a Vipassana retreat to reboot her soul 16 Mar, 2019, 11.00PM IST Vipassana is where one goes to disconnect to live optimally in a connected world.",https://economictimes.indiatimes.com/topic/date-rape-drugs/news,https://img.etimg.com/photo/49057298.cms
