Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries
Will Arnett relapsed,Will Arnett opens up about his recent alcohol relapse.,,"Apr 2, 2016, 12:27 am IST","Will Arnett, who used to be alcoholic and was sober for 15 years, revealed in an interview with The Hollywood Reporter that he relapsed while he was busy writing and shooting his semi-autobiographical show Flaked.

“As I was writing all this s*** (on Flaked) and I started shooting it, I started getting confused about where I was at. It became this tough, uncomfortable process, and because I was putting a lot of stuff about my own life in there, I noticed it really starting to affect my mood and my behaviour,” he said. However, he has since re-joined Alcoholics Anonymous and is now sober again.","['arnett', 'writing', 'sober', 'tough', 'stuff', 'semiautobiographical', 'shooting', 'starting', 'uncomfortable', 'started', 'relapsed', 'used']","Will Arnett, who used to be alcoholic and was sober for 15 years, revealed in an interview with The Hollywood Reporter that he relapsed while he was busy writing and shooting his semi-autobiographical show Flaked.
“As I was writing all this s*** (on Flaked) and I started shooting it, I started getting confused about where I was at.
It became this tough, uncomfortable process, and because I was putting a lot of stuff about my own life in there, I noticed it really starting to affect my mood and my behaviour,” he said.
However, he has since re-joined Alcoholics Anonymous and is now sober again."
Got 'Drunchies'? That's why you're packing on the pounds,Drunchies are the munchies you get after drinking alcohol. Drinking five beers a day accounts for third of your daily energy intake.,,"Aug 9, 2018, 3:20 pm IST","If a person drinks five beers, it accounts for third of their daily energy intake. (Representational Image)

Drunchies, or the desire to eat salty, unhealthy foods after a night of heavy drinking, may be contributing to the obesity epidemic among college students, scientists say.

Researchers from University at Buffalo in the US decided to look at a sample of 286 college students to better understand how drinking affects what they eat, both that night and for their first meal the next day when, most likely, they are hungover.

""Given the obesity epidemic and the rates of alcohol consumption on college campuses, we need to be aware of not only the negative effect of alcohol consumption, but also the impact it has on what people are eating while they are drinking,"" said Jessica Kruger, an assistant professor at the University at Buffalo.

Research on the effects of drinking and diet is scarce, Kruger said, adding that eating more unhealthy foods following alcohol consumption is an often overlooked behaviour in traditional addiction research.

The inspiration for the study, published in the Californian Journal of Health Promotion, came from an ad researchers saw in a university newspaper.

""It said, 'Got Drunchies?' and had ads for pizza, tacos, and other fast-food places that were open late after the bars closed,"" Kruger said.

An average beer contains 150 calories. If a person drinks five beers, it accounts for third of their daily energy intake. Add two slices of pizza or a burrito to that at the end of the night, and it's a recipe for weight gain, she said.

""So, we dug a bit deeper and first figured out what the 'drunchies' were, and then decided this would be interesting to study,"" Kruger said.

Study participants were asked to complete an anonymous online survey.

Researchers found that drinking influenced study participants' dietary behaviours before going to bed.

All alcohol drinkers were more likely to eat something before they went to bed after drinking alcohol than in general before they go to bed.

Specifically, they were more likely to opt for salty snack foods and pizza. Healthy foods, such as dark green vegetables and other veggies they would ordinarily eat, were not as appealing.

Of particular concern, the researchers noted, was the fact that participants did not report drinking more water or other non-alcoholic beverages before bed.

That exacerbates dehydration, which may lead to additionally unhealthy food choices.

The following day after drinking, participants' dietary patterns varied from the night before. They were less likely to skip meals the morning after a night of drinking compared to a typical morning.

They favoured foods like pizza or tacos over milk and dairy products and grains, most likely because of the so-called hangover cures that get passed down to students and which entail eating foods that ""soak up"" the alcohol.

Dispelling these myths is one way to promote a healthy diet even after a night of binge drinking, Kruger said.","['thats', 'kruger', 'likely', 'alcohol', 'youre', 'eat', 'foods', 'pizza', 'participants', 'packing', 'drinking', 'university', 'pounds', 'night', 'drunchies']","and had ads for pizza, tacos, and other fast-food places that were open late after the bars closed,"" Kruger said.
All alcohol drinkers were more likely to eat something before they went to bed after drinking alcohol than in general before they go to bed.
The following day after drinking, participants' dietary patterns varied from the night before.
They were less likely to skip meals the morning after a night of drinking compared to a typical morning.
Dispelling these myths is one way to promote a healthy diet even after a night of binge drinking, Kruger said."
I needed to learn: Zac Efron on drinking problem,Zac Efron completed a brief stint in rehab for problems with cocaine and alcohol last year,,"May 1, 2014, 10:36 pm IST","Los Angeles: Zac Efron, who secretly completed a brief stint in rehab for problems with cocaine and alcohol last year, says it was tough but interesting journey.

Since then, the 26-year-old star is back to leading a normal life and has joined Alcoholics Anonymous, said the Hollywood Reporter.

“I was drinking a lot, way too much. It’s never one specific thing. I mean, you’re in your 20s, single, going through life in Hollywood, you know?,” he said about his pre-rehab life. “Everything is thrown at you. I wouldn’t take anything back; I needed to learn everything I did. But it was an interesting journey, to say the least,” Efron said about his eventful year.

The actor feels he is now much more comfortable about himself since joining AA. “I just started going. And I think it’s changed my life. I’m much more comfortable in my own skin. Things are so much easier now. It’s a never-ending struggle.”","['going', 'interesting', 'youre', 'life', 'wouldnt', 'learn', 'comfortable', 'zac', 'needed', 'hollywood', 'drinking', 'efron', 'yearthe', 'problem']","Los Angeles: Zac Efron, who secretly completed a brief stint in rehab for problems with cocaine and alcohol last year, says it was tough but interesting journey.
Since then, the 26-year-old star is back to leading a normal life and has joined Alcoholics Anonymous, said the Hollywood Reporter.
I mean, you’re in your 20s, single, going through life in Hollywood, you know?,” he said about his pre-rehab life.
I wouldn’t take anything back; I needed to learn everything I did.
But it was an interesting journey, to say the least,” Efron said about his eventful year."
"New FTII director hints at crackdown on ragging, alcoholism","Kainthola, who succeeded Prashant Pathrabe recently, said he would crack down on alcoholism and ragging on the campus.",,"May 13, 2016, 4:46 pm IST","Outlining his priorities, the FTII director said a revision of the three-year syllabus was underway and he would ensure that the students completed their three year course without spilling over the prescribed timeline (Photo: PTI)

Pune: After witnessing prolonged unrest, Film And Television Institute of India may be revamped as its new director Bhupendra Kainthola on Friday hinted towards a crackdown on ragging and alcoholism on the campus.

Spelling out his measures to improve atmosphere on the campus after the scene of 139-day-long strike on the issue of chairmanship of TV actor Gajendra Chauhan drew nought, Kainthola said he would have a ""zero tolerance"" policy for rampant ragging and alcoholism in the premier institute.

""Although I have not received official complaints of ragging, during my interaction with students, particularly females, I have perceived it is happening and they are scared to go on record to say it. Actually, it has resulted in a decline in the number of female students seeking admission to FTII,"" he told PTI in Pune.

Read: FTII gets warning letter, a detonator against Kanhaiya Kumar's visit

Kainthola, who succeeded Prashant Pathrabe recently, said alcoholism too was taking toll on the health of the students and that he had also ""heard"" of instances of drug abuse on the campus. ""We are going to have a zero tolerance policy for all this. If necessary we will rope in institutions such as Alcoholics Anonymous and de-addiction therapists,"" he said.

Outlining his priorities, the FTII director said a revision of the three-year syllabus was underway and he would ensure that the students completed their three year course without spilling over the prescribed timeline.

Read: Chargesheet filed against 35 FTII students for illegally confining institute director

""We are recruiting new faculty members and we shall also approach famous film industry personalities to interact with the students as visiting faculty in order to impart practical experience for the would-be industry professionals being trained at the FTII,"" he added.

Asked whether the FTII management had any plans to withdraw the cases filed against a group of students booked in connection with the gherao of former director Pathrabe during the heated atmosphere of the strike against Chauhan's appointment, Kainthola said any decision in the matter would be taken after due deliberations.

During the strike, some students had barged into his office of Pathrabe in August last year, objecting to his decision on assessment of 2008 batch projects. ""The matter at present is sub-judice,"" he added.

He said the FTII management was committed to making the institute a centre of academic excellence and there would be no budgetary constraints in procuring necessary equipment and providing necessary facilities to the students to pursue their goals.","['ragging', 'pathrabe', 'hints', 'ftii', 'students', 'alcoholism', 'kainthola', 'necessary', 'director', 'strike', 'crackdown', 'institute']","""Although I have not received official complaints of ragging, during my interaction with students, particularly females, I have perceived it is happening and they are scared to go on record to say it.
Actually, it has resulted in a decline in the number of female students seeking admission to FTII,"" he told PTI in Pune.
If necessary we will rope in institutions such as Alcoholics Anonymous and de-addiction therapists,"" he said.
Outlining his priorities, the FTII director said a revision of the three-year syllabus was underway and he would ensure that the students completed their three year course without spilling over the prescribed timeline.
During the strike, some students had barged into his office of Pathrabe in August last year, objecting to his decision on assessment of 2008 batch projects."
Binge drinking dramatically ups mortality rate,The new study also showed social risks of drinking,,"Apr 30, 2015, 12:37 am IST","Hangovers are inevitable when it comes to New Year celebrations, here's how you can banish them.

Washington: A new study has provided a link between drinking behaviors with the overall mortality rate.

A new University of Colorado Boulder study involving some 40,000 people indicates that social and psychological problems caused by drinking generally trump physically hazardous drinking behaviors when it comes to overall mortality rates.

The study showed, for instance, that participants who had experienced an intervention by physicians, family members or friends had a 67 percent greater risk of death over the 18-year study period, said sociology Professor Richard Rogers, lead study author. Those who reported cutting down on social or sports activities because of alcohol use had a 46 percent higher risk of death over the same period.

In contrast, issues like driving after drinking too much or engaging in other physically risky behaviors did not result in a significant uptick in mortality rates.

The new study also showed social risks of drinking, from losing jobs to having spouses threaten to leave, were equally or more strongly linked to mortality than physiological consequences of alcohol abuse like withdrawal jitters or becoming physically ill.

One of the most unexpected findings was that of those who identified themselves as light drinkers, consuming less than one drink a day, 48 percent reported having some problem with alcohol in the 12 months prior to the survey.

The research data allowed the CU-Boulder team to investigate the mortality associated with 41 separate drinking problems including drinking more than intended, unsuccessfully trying to cut back, driving a car after drinking too much, losing ties with friends and family, missing work with hangovers, drinking more to get the same effect, depression and arrests.

It was also found that 23 percent started drinking without intending to, 20 percent drank longer than expected and 25 percent experienced a strong urge to drink. For those who experienced a strong urge to drink over the past year, 19 percent were light drinkers, 40 percent were moderate drinkers and 57 percent were heavy drinkers.

Current drinkers who found it difficult to stop once they started had a 15 percent higher risk of death over the follow-up period; those who acknowledged going on a drinking bender during the past 12 months had a 54 percent higher mortality rate; and those who blacked out during the previous 12 months prior to the assessment had a 22 percent higher mortality rate over the 18-year study period.

The new study also showed those who reported attending Alcoholics Anonymous meetings in the past year had a 45 percent higher risk of mortality.

But those results likely are somewhat misleading in that some of those people could have recently have been diagnosed as alcoholics or were more likely to have severe health, social or legal problems, including required AA attendance. In addition, those who reported attending AA might have had increased risk of mortality due to smoking or may have had other substance abuse problems.

The study is published in the journal Drug and Alcohol Dependence.","['drinkers', 'rate', 'reported', 'social', 'mortality', 'dramatically', 'alcohol', 'ups', 'higher', 'showed', 'risk', 'study', 'drinking', 'binge']","Washington: A new study has provided a link between drinking behaviors with the overall mortality rate.
A new University of Colorado Boulder study involving some 40,000 people indicates that social and psychological problems caused by drinking generally trump physically hazardous drinking behaviors when it comes to overall mortality rates.
In contrast, issues like driving after drinking too much or engaging in other physically risky behaviors did not result in a significant uptick in mortality rates.
The new study also showed those who reported attending Alcoholics Anonymous meetings in the past year had a 45 percent higher risk of mortality.
In addition, those who reported attending AA might have had increased risk of mortality due to smoking or may have had other substance abuse problems."
,,,None,"Karnataka’s first 24x7 lab soon at PMSSY hospital

The multi-specialty hospital sees over 600 patients at its OPD and over 300 new patients come in every day for a spectrum of treatment.

06 Apr 2016 4:16 AM","['soon', 'spectrum', 'lab', 'multispecialty', 'opd', 'sees', 'patients', 'karnatakas', 'treatment06', 'pmssy']",
Jeremy Jackson to be behind bars,The Baywatch star had allegedly stabbed a woman with a knife in 2014.,,"Apr 19, 2017, 12:15 am IST","Jeremy Jackson is on his way to prison for allegedly having stabbed a woman back in 2015. TMZ.com reports that the 36-year-old actor is sentenced to 270 days in LA County Jail and five years probation. However, because of the plea deal requested by the Baywatch star, the judge has given him 109 days credit and thus, he will be spending only 161 days behind bars.

Jeremy will also have to attend 52 anger management meetings, an equal number of Alcohol Anonymous meetings and has strict orders to stay off drugs. Successful completion of all of the above will lead to his felony charge being dropped to a misdemeanour.","['bars', 'tmzcom', 'woman', 'jeremy', 'stay', 'meetings', 'star', 'stabbed', 'strict', 'successful', 'jackson', 'way', 'days']","Jeremy Jackson is on his way to prison for allegedly having stabbed a woman back in 2015.
TMZ.com reports that the 36-year-old actor is sentenced to 270 days in LA County Jail and five years probation.
However, because of the plea deal requested by the Baywatch star, the judge has given him 109 days credit and thus, he will be spending only 161 days behind bars.
Jeremy will also have to attend 52 anger management meetings, an equal number of Alcohol Anonymous meetings and has strict orders to stay off drugs.
Successful completion of all of the above will lead to his felony charge being dropped to a misdemeanour."
"Is sex addiction real, a crime, or made-up to deflect blame?","When sex addiction contributes to criminal behavior, rehab could bolster a defense attorneyâs argument that the accused has changed.",,"Dec 5, 2017, 5:10 pm IST","When sex addiction contributes to criminal behavior, rehab could bolster a defense attorney’s argument that the accused has changed. (Photo: Pixabay)

Is sex addiction a true addiction, a crime, or a made-up condition used by misbehaving VIPs to deflect blame or repair tarnished images?

A tide of high-profile sexual misconduct accusations against celebrities, politicians and media members has raised these questions — and sowed confusion. Sex addiction is not an officially recognized psychiatric diagnosis, though even those who doubt it’s a true addiction acknowledge that compulsive sexual behavior can upend lives.

Either way, there is an important distinction, sometimes blurred, between a mental condition and a crime. Some men who have been accused of assault or other sexual crimes have sought treatment for sex addiction or other unspecified conditions. But compulsive behavior is very different from a crime, and the vast majority of people who suffer from sexually compulsive behavior do not harass or assault others.

There’s “an extremely fine line between addict and offender” and sometimes the two overlap, said psychologist Leah Claire Bennett of Pine Grove Behavioral Health & Addiction Services, a rehab center that offers sex addiction treatment in Hattiesburg, Mississippi.

Despite pressure from some therapists, sex addiction was not included in the most recent edition of the manual that psychiatrists use to diagnose mental illness. “The reason is very simple,” said Dr. Charles O’Brien, a University of Pennsylvania psychiatry professor involved in the manual’s 2013 update. There is no rigorous scientific proof that compulsive sexual behavior affects the brain in the same ways that have been shown with addiction to drugs or alcohol, he said.

“There’s an overuse of the word ’addiction,’” O’Brien said. “There are many treatment programs. That doesn’t make it a disorder.”

Still, some skeptics don’t dispute that compulsive sexual behavior can become a serious problem. The issue for some is whether it amounts to mental illness, or whether it might result from a different psychiatric condition, such as obsessive-compulsive disorder.

Robert Weiss, a California-based sex addiction therapist, said the condition involves unrestrained compulsive sexual behavior without regard to consequences. Sometimes that leads to illegal behavior.

The International Institute for Trauma and Addiction Professionals says sex addiction affects from 2 percent to 5 percent of the general population but that only 10 percent of those with this addiction engage in criminal sexual behavior. Most patients and sex offenders are men.

Some treatment programs won’t admit patients accused of rape and other violent sex crimes, referring them to centers or therapists who specialize in treating sex offenders.

Addiction treatment at Pine Grove, The Meadows in Arizona and other high-profile residential rehab centers can cost tens of thousands of dollars. Despite country club-like settings, there’s nothing cushy or indulgent about sex addiction therapy, Weiss said.

Pine Grove requires daylong sessions including group therapy daily for up to three months. Some centers use 12-step programs similar to Alcoholics Anonymous, but they don’t require swearing off sex for good. Some use brain “retraining” exercises, or sharing stories about bad behavior with a roomful of strangers.

Some centers use equine therapy. Weiss says that interacting with horses can help patients recognize problems sometimes associated with sex addiction, including overly aggressive, controlling behavior.

The New York Post published a photograph last year that it said showed former New York Congressman Anthony Weiner riding a horse as part of treatment at a Tennessee sex addiction rehab center. Weiner was sentenced in September for sexting with a teenager. He said at the time that he was undergoing therapy and had been “a very sick man for a very long time.”

Weiss and other therapists say sex addicts are never cured, but they can learn to manage their behavior and avoid triggers, including avoiding jobs and circumstances that could lead to a repeat of problem behavior.

L.J. Schwartz, a former real estate adviser in Fort Lauderdale, Florida, says a nearly 30-year addiction to sex almost ruined his life.

Schwartz says his addiction included having sex with strangers at adult bookstores or masturbating there while watching porn nearly every chance he got; working as a stripper and phone sex. He was never arrested but says his behavior endangered his job and marriage.

“There’s no pleasure derived from sex addiction; it’s pain,” Schwartz said.

He says a 12-step program helped him resist his compulsions and he now works as a recovery coach for other patients.

But hard evidence that treatment works is lacking. “There’s not a lot of data,” Bennett acknowledged.

“We have a lot of anecdotal evidence. We can see the change in people,” she said. She said Pine Grove plans a long-term study to measure the benefits.

Whether treatment can repair tarnished images is uncertain.

“The accusations levied against Harvey Weinstein, Kevin Spacey, Louis C.K. and others for sexual assault, harassment and abuse have created righteous outrage and concerns that ‘sex addiction treatment’ is being used to excuse their offensive behavior,” the addiction professionals institute said in a recent statement.

Whether any of these men have a diagnosed mental condition has not been publicized.

A representative for Weinstein confirmed that he is receiving treatment and has been taking his recovery and sessions seriously. But the representative declined to specify Weinstein’s condition or the treatment he is receiving for it. A former publicist for Spacey said he also is seeking unspecified treatment.

Bennett said some people do use sex addiction as an excuse, “but that’s not who we’re treating here at Pine Grove. These peoples’ lives are in shambles. They’ve been traumatized throughout their lives. They have huge psychological wounds and are using very maladaptive ways of coping.”

Actor David Duchovny voluntarily sought rehab for sex addiction in 2008 while starring on Showtime’s “Californication.” Married to actress Tea Leoni at the time, he had been dogged by cheating rumors. His career never stalled. He returned to “Californication” for the remainder of its run and has continued to appear in high-profile roles.

When sex addiction may have contributed to criminal behavior, a trip to rehab could bolster a defense attorney’s argument that the accused person has changed, said Samuel Pillsbury, a professor at Loyola School of Law in Los Angeles. But it’s a less effective strategy for violent crimes, he said.

“It’s very difficult for me to imagine a prosecutor deciding, ‘Oh, he’s in rehab, I’ll drop the charges or I’ll reduce the charges significantly,’” Pillsbury said. “But it could have an effect on sentencing.”","['compulsive', 'sex', 'madeup', 'addiction', 'real', 'crime', 'rehab', 'grove', 'treatment', 'sexual', 'therapy', 'behavior', 'condition', 'deflect', 'blame']","When sex addiction contributes to criminal behavior, rehab could bolster a defense attorney’s argument that the accused has changed.
(Photo: Pixabay)Is sex addiction a true addiction, a crime, or a made-up condition used by misbehaving VIPs to deflect blame or repair tarnished images?
Sex addiction is not an officially recognized psychiatric diagnosis, though even those who doubt it’s a true addiction acknowledge that compulsive sexual behavior can upend lives.
But compulsive behavior is very different from a crime, and the vast majority of people who suffer from sexually compulsive behavior do not harass or assault others.
Despite country club-like settings, there’s nothing cushy or indulgent about sex addiction therapy, Weiss said."
UN chief Ban Ki-moon accuses India of intolerance with gay sex ban,Supreme Court re-imposed a ban on gay sex in late 2013,,"Jan 13, 2015, 4:57 pm IST","U.N. Secretary-General Ban Ki-moon addresses the media during his visit to the Sabarmati Ashram, from where Mahatma Gandhi had launched several anti-British movements, in Ahmadabad, India, Sunday, Jan. 11, 2015. Ban is in the country on a four-day

New Delhi: United Nations chief Ban Ki-moon has accused India of fomenting intolerance with its ban on gay sex amid uproar over a ruling party minister's plans to make homosexuals ""normal"".

Speaking on a visit to New Delhi, Ban said he ""staunchly opposed the criminalisation of homosexuality"" referring to India's colonial-era law that prohibits gay sex.

""I am proud to stand for the equality of all people -- including those who are lesbian, gay, bisexual and transgender,"" the UN secretary general said in a statement late Monday.

""I speak out because laws criminalising consensual, adult same-sex relationships violate basic rights to privacy and to freedom from discrimination. Even if they are not enforced, these laws breed intolerance.""

India's Supreme Court re-imposed a ban on gay sex in late 2013, ruling that the responsibility for changing the 1861 law rested with lawmakers and not judges.

Gay sex had been effectively legalised in 2009 when the Delhi High Court ruled that banning ""carnal intercourse against the order of nature"" was a violation of fundamental rights.

Ban's comments came on the same day that a state minister from Indian Prime Minister Narendra Modi's ruling party announced his plans to make gays ""normal"" in the coastal resort state of Goa.

Ramesh Tawadkar, sports and youth affairs minister in Goa's state government, told reporters that he planned to open up centres on the lines of Alcoholics Anonymous to treat them.

""We will make them normal. We will have centres for them, like Alcoholic Anonymous centres,"" Tawadkar said, adding that the state would ""train them and give them medicines too"".

Tawadkar, a member of Modi's Bharatiya Janata Party (BJP), made the comments after releasing the state's policy on youth issues which listed lesbians, gays, bisexuals and transgenders as a stigmatised group that needed attention.

His comments drew widespread criticism and ridicule from gay rights groups and social media with jeering remarks posted on Twitter.

""There has to be someone from the higher authorities... from the BJP who will have to speak up on this because when you are silent about someone making such an irresponsible statement you are actually admitting it,"" Harish Iyer, a gay rights activist, told NDTV news channel.","['sex', 'chief', 'accuses', 'ruling', 'rights', 'gay', 'ban', 'india', 'intolerance', 'comments', 'minister', 'kimoon', 'delhi', 'party', 'state']","Ban is in the country on a four-dayNew Delhi: United Nations chief Ban Ki-moon has accused India of fomenting intolerance with its ban on gay sex amid uproar over a ruling party minister's plans to make homosexuals ""normal"".
Speaking on a visit to New Delhi, Ban said he ""staunchly opposed the criminalisation of homosexuality"" referring to India's colonial-era law that prohibits gay sex.
India's Supreme Court re-imposed a ban on gay sex in late 2013, ruling that the responsibility for changing the 1861 law rested with lawmakers and not judges.
Gay sex had been effectively legalised in 2009 when the Delhi High Court ruled that banning ""carnal intercourse against the order of nature"" was a violation of fundamental rights.
His comments drew widespread criticism and ridicule from gay rights groups and social media with jeering remarks posted on Twitter."
"18-year-old held for calling emergency number 100 over 2,000 times!","When CB officials asked him why he made so many calls, Mr Shaikh replied, “Timepass!”",,"Nov 8, 2015, 12:07 pm IST","Mumbai: An 18-year-old boy has been arrested and subsequently let off on bail for allegedly making as many as 2,407 phone calls on police emergency number 100 without any reason and passing lewd comments on a lady police constable over the phone.

The accused, one Faiyaz Ismail Shaikh, is a resident of Kamruddin Chawl on Andheri-Kurla road in Andheri east.

He dropped out of school after failing in Standard IX, and mostly stays at home. An official from the Mumbai Police Crime Branch Unit I said Mr Shaikh had been using a SIM card taken in his sister’s name to make these anonymous calls.

He had been making calls between June 20 and September 29 this year however on September 29, when a lady police constable picked up his call made from mobile number 8268030415, he passed lewd comments.

The lady police constable, after discussing with her senior police officer, registered a FIR with Azad Maidan police station under Section 509 (word, gesture or act intended to insult the modesty of a woman) of the Indian Penal Code.

Investigation was handed over to the Crime Branch. Based on technical evidence, the CB, led by API Dashrath Vitkar, traced Mr Shaikh down to his address and arrested him on Friday from Saki Naka area. He was produced before a magistrate’s court and given bail on a PR bond.



During interrogation when CB officials asked him why he made so many calls, Mr Shaikh replied, “Timepass!” When told his act could land him in deep trouble, the boy apologised and said he would not repeat it. He told the interrogators he knew it is a toll-free number and wouldn’t cost him anything. According to CB officials, Mr Shaikh is sane and was not under influence of alcohol when he made the calls.

Download the all new Deccan Chronicle app for Android and iOS to stay up-to-date with latest headlines and news stories in politics, entertainment, sports, technology, business and much more from India and around the world.","['mr', 'calling', 'times', '2000', 'mumbai', '100', 'held', 'officials', '18yearold', 'number', 'told', 'constable', 'shaikh', 'calls', 'emergency', 'cb', 'lady']","The accused, one Faiyaz Ismail Shaikh, is a resident of Kamruddin Chawl on Andheri-Kurla road in Andheri east.
An official from the Mumbai Police Crime Branch Unit I said Mr Shaikh had been using a SIM card taken in his sister’s name to make these anonymous calls.
Based on technical evidence, the CB, led by API Dashrath Vitkar, traced Mr Shaikh down to his address and arrested him on Friday from Saki Naka area.
He told the interrogators he knew it is a toll-free number and wouldn’t cost him anything.
According to CB officials, Mr Shaikh is sane and was not under influence of alcohol when he made the calls."
Wine testing drive in Coorg after tourist’s complaint,Coorg district excise department officials have launched a massive wine-testing drive in the district,,"Jul 7, 2015, 10:01 am IST","Bengaluru: Plan to enjoy this monsoon at Coorg? Think twice before buying the locally made wine! Based on a complaint lodged by an anonymous tourist from Bengaluru city, Coorg district excise department officials have launched a massive wine-testing drive in the district. The complaint was routed through the district tourism department.

It all started with a city tourist distributing home-made wines brought from Coorg to his friends in the city. According to this anonymous petitioner, immediately after consuming the wine, his friends fell ill. Attributing the cause of illness to the wine, he lodged a complaint with the Coorg tourism department, who in turn forwarded the complaint to the excise department which started a massive inspection drive across the district. Sources say, the reason for the illness was a high alcoholic content.

Confirming the developments, Coorg district Dy Commissioner of Excise Mr. Aziz Ahmed said that the department is trying to find the brand of wine which had the excess alcoholic content. “We are collecting the samples. The petitioner did not give us the exact details of the brand which caused the illness. The state government has fixed a maximum for the alcoholic content in wines. If we find a wine brand which has exceeded the limit for alcohol content, action will be initiated,” he said.

Meanwhile, sources in the state excise department have said that following the incident, locally made wines which do not have primary information such as name of the manufacturer, percentage of alcoholic content, brand name, validity period and manufacturing date are banned from the market.

“Coorg is known for its locally made wines. But the department will not allow a few to take any undue advantage. Our officials have already, banned wine brands which do not provide complete information,” said an officer.

Lonely Planet Award

Ms.Revathi Iyer, owner of Madikeri Kadagadal Home stay won the national level Lonely Planet Award for the best home stay. Tourism minister Mr. R.V.Deshpande today congratulated Mrs Revati and Yogesh Krishnaswami. Tourism dept officers, Jungle Lodges & Resorts Chairman Mr. Jayasimha were present.","['brand', 'content', 'department', 'wine', 'complaint', 'wines', 'tourism', 'district', 'tourists', 'coorg', 'excise', 'testing', 'drive']","Based on a complaint lodged by an anonymous tourist from Bengaluru city, Coorg district excise department officials have launched a massive wine-testing drive in the district.
The complaint was routed through the district tourism department.
It all started with a city tourist distributing home-made wines brought from Coorg to his friends in the city.
According to this anonymous petitioner, immediately after consuming the wine, his friends fell ill. Attributing the cause of illness to the wine, he lodged a complaint with the Coorg tourism department, who in turn forwarded the complaint to the excise department which started a massive inspection drive across the district.
If we find a wine brand which has exceeded the limit for alcohol content, action will be initiated,” he said."
