Headlines,Descriptions,Authors,Published_Dates,Articles,Keywords,Summaries,Source_URLs,Image_URLs
"LGBT remark: Goa minister does U-turn, CM says colleague ignorant",,[],2015-01-13 22:07:00,"Panaji: With his remarks on medical treatment to the LGBT community creating a storm, Goa minister Ramesh Tawadkar made a U-turn on Tuesday saying he was ""misquoted"" while Chief Minister Laxmikant Parsekar sought to pour oil on troubled waters calling his colleague ""ignorant"".

""I was misunderstood and misquoted. I was not talking about the LGBT (youths) but about drug addicted and sexually abused youths,"" Tawadkar said as even TV news channels continued to air the footage wherein he was shown assuring medical treatment for LGBT youths to make them ""normal"".

""We will make them normal. We will have a centre for them. Like Alcoholic Anonymous centres, we will have centres. We will train them and give them medicines too,"" Tawadkar, Minister for Sports and Youth Affairs, had said on Monday while announcing the state's policy for the youth.

As Tawadkar's remarks drew flak from the lesbian, gay, bisexual and transgender (LGBT) community, Chief Minister Parsekar attempted to calm things down, saying the minister must have been ignorant about the issue and that their sexual preferences were ""natural"".

""He must be ignorant about the issue. They (LGBT) are natural. They don't need any treatment,"" Parsekar said.

He said the minister had himself clarified the matter and that ""there is no controversy"".

""Youth policy speaks about drug addicted youths and sexually abused youths as a focused group. There are provisions in the central government sponsored Social Justice Scheme for such youths which can be implemented in Goa,"" Tawadkar said.

He said when journalists asked him about LGBTs, ""I told them I am not expert on the issue.""

Though the minister today refused to acknowledge LGBT as a focused group, the youth policy document, already in the public domain, has mentioned them as one.

""Like in the case of other target groups such as juvenile offenders, drug afflicted youth, marginalised or migrant youth, geographically disadvantaged youth, a detailed survey would be carried out among state LGBT community, so that their problems could be specifically addressed,"" he had said on Monday.

On a day the Goa minister's comments on sexual preferences generated controversy, UN Secretary General Ban Ki-Moon had opposed criminalising homosexuality, saying it breeds intolerance by violating basic rights to privacy and freedom.

""I staunchly oppose criminalisation of homosexuality. They violate the basic rights to privacy and freedom. These laws breed intolerance.

""We have to fight for the equality of all members of our human family regardless of any differences, including sexual orientation,"" Ban said in New Delhi at an event to mark the 70th anniversary of United Nations.","['uturn', 'tawadkar', 'treatment', 'policy', 'ignorant', 'cm', 'youth', 'parsekar', 'minister', 'saying', 'lgbt', 'colleague', 'does', 'goa', 'remark', 'sexual', 'youths']","Panaji: With his remarks on medical treatment to the LGBT community creating a storm, Goa minister Ramesh Tawadkar made a U-turn on Tuesday saying he was ""misquoted"" while Chief Minister Laxmikant Parsekar sought to pour oil on troubled waters calling his colleague ""ignorant"".
I was not talking about the LGBT (youths) but about drug addicted and sexually abused youths,"" Tawadkar said as even TV news channels continued to air the footage wherein he was shown assuring medical treatment for LGBT youths to make them ""normal"".
They don't need any treatment,"" Parsekar said.
""Youth policy speaks about drug addicted youths and sexually abused youths as a focused group.
Though the minister today refused to acknowledge LGBT as a focused group, the youth policy document, already in the public domain, has mentioned them as one.",https://www.deccanchronicle.com/150113/nation-current-affairs/article/lgbt-remark-goa-minister-does-u-turn-cm-says-colleague,https://s3.ap-southeast-1.amazonaws.com/cdn.deccanchronicle.com/sites/default/files/LGBT-1.jpg
Campaign launched to 'understand' dating problems Indian women face,,[],2015-06-28 18:21:00,"New Delhi : In a bid to empower single Indian females looking for a serious relationship, to find the right partner, the first women centric app Matchify has launched a successful campaign to understand the challenges that women face while dating men.

The leg of this series dubbed #HasThisHappenedToYou, launched on Twitter, drew over 5,000 interesting responses from women.

Matchify, which has 2,50,000 downloads, understands that women experience too many things in the digital space especially from strangers, which obviously makes them uncomfortable. The campaign is an attempt to get women to open up about it and let the world know about their concerns.

Kaushik Tiwari, Head of Marketing, Matrimony.com which incubated Matchify, said that it turned out to be very interesting in understanding what women of today face and how they react to different situations in their life when dating men.

He added that Matchify app is women-centric and hence, understanding the problems and challenges a woman faces is of utmost importance at all times to enable us to provide safe and reliable options.

Sai Chithra, Business Head, said that some of the cool women-centric features of Matchify are 'Anonymous chat' that actually helps women initiate a chat in ""Mask me"" mode where the photo and complete profile details are kept anonymous. Only when they are comfortable, they can choose to reveal the identity.

However, as a product feature, women can initiate a chat directly with anyone (either anonymous or normal) while men can initiate a chat only in case of mutual like, added Chithra.

Chithra noted that the other feature 'React' helps women know if the profile picture uploaded is genuine or not by letting women ask men to upload instant ""selfies"" while on a chat.","['launched', 'womencentric', 'indian', 'chat', 'react', 'dating', 'campaign', 'matchify', 'problems', 'profile', 'women', 'understanding', 'anonymous', 'initiate', 'face', 'men', 'understand']","New Delhi : In a bid to empower single Indian females looking for a serious relationship, to find the right partner, the first women centric app Matchify has launched a successful campaign to understand the challenges that women face while dating men.
The leg of this series dubbed #HasThisHappenedToYou, launched on Twitter, drew over 5,000 interesting responses from women.
Matchify, which has 2,50,000 downloads, understands that women experience too many things in the digital space especially from strangers, which obviously makes them uncomfortable.
The campaign is an attempt to get women to open up about it and let the world know about their concerns.
Chithra noted that the other feature 'React' helps women know if the profile picture uploaded is genuine or not by letting women ask men to upload instant ""selfies"" while on a chat.",https://www.deccanchronicle.com/150628/lifestyle-food/article/campaign-launched-understand-dating-problems-indian-women-face,https://s3.ap-southeast-1.amazonaws.com/cdn.deccanchronicle.com/sites/default/files/dating_2_1_0_0_0_0_0_0_0.jpg
Binge drinking dramatically ups mortality rate,,[],2015-04-30 00:37:00,"Hangovers are inevitable when it comes to New Year celebrations, here's how you can banish them.

Washington: A new study has provided a link between drinking behaviors with the overall mortality rate.

A new University of Colorado Boulder study involving some 40,000 people indicates that social and psychological problems caused by drinking generally trump physically hazardous drinking behaviors when it comes to overall mortality rates.

The study showed, for instance, that participants who had experienced an intervention by physicians, family members or friends had a 67 percent greater risk of death over the 18-year study period, said sociology Professor Richard Rogers, lead study author. Those who reported cutting down on social or sports activities because of alcohol use had a 46 percent higher risk of death over the same period.

In contrast, issues like driving after drinking too much or engaging in other physically risky behaviors did not result in a significant uptick in mortality rates.

The new study also showed social risks of drinking, from losing jobs to having spouses threaten to leave, were equally or more strongly linked to mortality than physiological consequences of alcohol abuse like withdrawal jitters or becoming physically ill.

One of the most unexpected findings was that of those who identified themselves as light drinkers, consuming less than one drink a day, 48 percent reported having some problem with alcohol in the 12 months prior to the survey.

The research data allowed the CU-Boulder team to investigate the mortality associated with 41 separate drinking problems including drinking more than intended, unsuccessfully trying to cut back, driving a car after drinking too much, losing ties with friends and family, missing work with hangovers, drinking more to get the same effect, depression and arrests.

It was also found that 23 percent started drinking without intending to, 20 percent drank longer than expected and 25 percent experienced a strong urge to drink. For those who experienced a strong urge to drink over the past year, 19 percent were light drinkers, 40 percent were moderate drinkers and 57 percent were heavy drinkers.

Current drinkers who found it difficult to stop once they started had a 15 percent higher risk of death over the follow-up period; those who acknowledged going on a drinking bender during the past 12 months had a 54 percent higher mortality rate; and those who blacked out during the previous 12 months prior to the assessment had a 22 percent higher mortality rate over the 18-year study period.

The new study also showed those who reported attending Alcoholics Anonymous meetings in the past year had a 45 percent higher risk of mortality.

But those results likely are somewhat misleading in that some of those people could have recently have been diagnosed as alcoholics or were more likely to have severe health, social or legal problems, including required AA attendance. In addition, those who reported attending AA might have had increased risk of mortality due to smoking or may have had other substance abuse problems.

The study is published in the journal Drug and Alcohol Dependence.","['ups', 'social', 'risk', 'showed', 'rate', 'dramatically', 'study', 'binge', 'drinkers', 'drinking', 'alcohol', 'higher', 'reported', 'mortality']","Washington: A new study has provided a link between drinking behaviors with the overall mortality rate.
A new University of Colorado Boulder study involving some 40,000 people indicates that social and psychological problems caused by drinking generally trump physically hazardous drinking behaviors when it comes to overall mortality rates.
In contrast, issues like driving after drinking too much or engaging in other physically risky behaviors did not result in a significant uptick in mortality rates.
The new study also showed those who reported attending Alcoholics Anonymous meetings in the past year had a 45 percent higher risk of mortality.
In addition, those who reported attending AA might have had increased risk of mortality due to smoking or may have had other substance abuse problems.",https://www.deccanchronicle.com/150429/lifestyle-health-and-wellbeing/article/binge-drinking-dramatically-ups-mortality-rate,https://s3.ap-southeast-1.amazonaws.com/cdn.deccanchronicle.com/sites/default/files/man-smoking-drinking-ap_0_0_0_0_0_0.jpg
"Alcohol, substance abuse can lead to poor lifestyle choices",,[],2019-04-16 16:33:00,"College students, if subjected to even one negative habits such as heavy drinking or substance abuse, can end up living a life of mental distress, lack of sleep, low grades and poor lifestyle choices. (Photo: Representational/Pixabay)

Washington: A new study has claimed that college students, if subjected to even one among negative habits such as heavy drinking or substance abuse, can end up living a life of mental distress, lack of sleep, low grades and poor lifestyle choices.

""We used a robust data-mining technique to identify associations between mental distress in college students with substance abuse, sleep, social behaviours, academic attitude and behaviours, and GPA (short-term and long-term as reflective of academic performance),"" said Lina Begdache, an Assistant Professor at the Binghamton University, where the research was conducted.

""Positive behaviours such as abstinence from substance use, studious attitudes and responsibility toward work and family are reflective of a brain chemistry profile that supports mood and maturation of the prefrontal cortex of the brain. The latter matures last and supports impulse and emotional control as well as rationalization of thoughts,” she added.

In this study, which was published in Trends in Neuroscience and Education, a total of 558 students were asked to complete an anonymous survey on academic performance, daytime sleepiness, substance use, and mental distress.

Low mental distress in college students was associated with no substance abuse, responsible attitude towards learning as well as good academic efforts, high GPA (of above 3.0) and limited daytime sleepiness.

Mild mental distress correlated with borderline work neglect and with a marginal negative association with grade-point average.

Severe mental distress correlated with substance abuse (including excessive alcohol drinking), extreme daytime sleepiness, poor academic attitude, and low GPA.

The results demonstrate that manageable lifestyle factors contribute to mental health in college students, which become potentially cyclic events that may impact academic performance.

""These factors that are associated with mental distress in college students are controllable factors, meaning that proper education of students may reduce risk of mental distress on college campuses, which is on the rise,"" said Begdache.

She went on to say that it is important for young adults to recognise that one behaviour may lead to a domino effect. ""For instance, using drugs recreationally, abusing alcohol or using 'study' drugs not only affects brain chemistry but may affect diet and sleep, which may further alter brain function and brain maturity.”

“When young adults follow a healthy lifestyle (diet, sleep, and exercise), they are more likely to avoid drugs and alcohol, which supports a normal brain maturity, which is then reflected in a higher GPA and responsible attitudes toward learning, work and family, "" added Begdache.","['substance', 'students', 'abuse', 'choices', 'college', 'lead', 'brain', 'distress', 'poor', 'alcohol', 'academic', 'lifestyle', 'sleep', 'mental']","College students, if subjected to even one negative habits such as heavy drinking or substance abuse, can end up living a life of mental distress, lack of sleep, low grades and poor lifestyle choices.
(Photo: Representational/Pixabay)Washington: A new study has claimed that college students, if subjected to even one among negative habits such as heavy drinking or substance abuse, can end up living a life of mental distress, lack of sleep, low grades and poor lifestyle choices.
Mild mental distress correlated with borderline work neglect and with a marginal negative association with grade-point average.
Severe mental distress correlated with substance abuse (including excessive alcohol drinking), extreme daytime sleepiness, poor academic attitude, and low GPA.
""These factors that are associated with mental distress in college students are controllable factors, meaning that proper education of students may reduce risk of mental distress on college campuses, which is on the rise,"" said Begdache.",https://www.deccanchronicle.com/lifestyle/health-and-wellbeing/160419/alcohol-substance-abuse-in-college-can-lead-to-poor-lifestyle-choices.html,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-mibk1od7adss1ecii2iasepj14-20190416162250.Medi.jpeg
"Nation, Crime, 5th Mar 2018, News & Stories from India",,[],None,"Businessmen robbed at gun point in Chennai

The gang had blindfolded them and dropped each of them at different points on the outskirts of the city.

05 Mar 2018 1:32 AM","['india', 'outskirts', '2018', 'gun', 'points', 'gang', '5th', 'different', 'crime', 'city05', 'dropped', 'point', 'robbed', 'nation', 'mar']","Businessmen robbed at gun point in ChennaiThe gang had blindfolded them and dropped each of them at different points on the outskirts of the city.
05 Mar 2018 1:32 AM",https://www.deccanchronicle.com/nation/crime/050318,https://www.deccanchronicle.com/images/favicon.ico
A bad case of Viral,,[],2017-03-15 00:12:00,"The Viral Fever — or TVF — a trailblazer in the world of web series, found itself in the midst of a murky controversy on Monday. An anonymous author with the blog name Indian Fowler, accused TVF’s founder, Arunabh Kumar, of sexual harassment in a post that went viral on the Internet. A supposed ex-employee, she accused Kumar of molestation on various occasions. “Right from Pitchers to Tripling, I was molested. Be it in parties where Arunabh would try to lift me or would try and fall on me pretending he is drunk. One instance was the Ola deal.

The Ola team was meeting him and we were taking notes. He walks out of the meeting with some excuse and calls me for some notes. I walk up. He says its time we do a quicky. I am stunned (sic),” she wrote in a 700-word long post that went on to mention in detail her trauma as a TVF employee.

It went on to cause much outrage in the virtual space, with many viewers condemning the platform, and a few others calling the post a publicity stunt. When contacted, Arunabh chose not to respond to our message. Comedian Vipul Goyal, closely associated with the comedy collective, too, chose not to respond to our questions. Meanwhile, an alleged ex-employee, Aayushi Agarwal, came forward to testify against the channel. When contacted she said, “I worked for TVF for a year and three months and I was harassed by another colleague; it wasn’t Arunabh. Overall my experience was very bad as a woman. I hated working there and had to leave my job hurriedly.” She added, “I reported it to everyone there could be. My case was handled with such stupidity and callousness; nobody paid any heed. And it is only after I threatened to lodge an FIR did they come forward and fired the guy in question.”

As the post continued to be circulated, another young lady called Reema Sengupta, who has worked with TVF in the past came forward to support Indian Fowler’s claims. “I was shooting with him (Arunabh) in the TVF office, for a web series I was directing last year. In the middle of the shoot, he touches my shoulder tattoo and tells me he finds it sexy. After every other shot, he would come over to the monitor to see how the shot looks, but at the same time graze his hand against my waist. Do I wish I had retaliated immediately? Yes. I didn’t because the agency and the client would have both suffered. In hindsight, that was wrong and I’m sure they would’ve supported my decision. But today, I had to choose between keeping quiet and extending my support to a girl who has bravely spoken up. TVF can release as many ‘official responses’ rubbishing these claims as they’d like. This is my truth.”

Later, in an official statement issued by TVF, the collective said, “The article is completely ludicrous and defamatory against TVF and its team. All the allegations made against TVF and its team in the article are categorically false, baseless and unverified. We take a lot of pride in our team and in making TVF a safe workplace that is equally comfortable for women and men. We will leave no stone unturned to find the author of the article and bring them to severe justice for making such false allegations. It is our humble request that you do not share an unsubstantiated, unverified and anonymous article such as this. We would like to thank all our fans and friends for their continued support.”

There are others, however, who don’t want to jump to any conclusion without more concrete proof. City stand-up comic Kunal Kamra, for one, doesn’t believe Arunabh is capable of the allegations levelled against him. “I don’t want to believe anything till the anonymous author doesn’t reveal herself. I know Arunabh. I don’t believe that he is capable of anything like this,” he said.

In the past couple of years, the TVF has brought out several series including the hugely popular Permanent Roommates, Barely Speaking with Arnub, TVF Pitchers, TVF Tripling and Chai Sutta Chronicles among others.","['believe', 'article', 'tvf', 'bad', 'series', 'dont', 'team', 'post', 'arunabh', 'went', 'viral', 'case', 'forward']","The Viral Fever — or TVF — a trailblazer in the world of web series, found itself in the midst of a murky controversy on Monday.
An anonymous author with the blog name Indian Fowler, accused TVF’s founder, Arunabh Kumar, of sexual harassment in a post that went viral on the Internet.
“I was shooting with him (Arunabh) in the TVF office, for a web series I was directing last year.
City stand-up comic Kunal Kamra, for one, doesn’t believe Arunabh is capable of the allegations levelled against him.
I don’t believe that he is capable of anything like this,” he said.",https://www.deccanchronicle.com/lifestyle/viral-and-trending/150317/a-bad-case-of-viral.html,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-f3l67na6bnt6vgshkmn04ab5d1-20170314231639.Medi.jpeg
Wine testing drive in Coorg after tourist’s complaint,,[],2015-07-07 10:01:00,"Bengaluru: Plan to enjoy this monsoon at Coorg? Think twice before buying the locally made wine! Based on a complaint lodged by an anonymous tourist from Bengaluru city, Coorg district excise department officials have launched a massive wine-testing drive in the district. The complaint was routed through the district tourism department.

It all started with a city tourist distributing home-made wines brought from Coorg to his friends in the city. According to this anonymous petitioner, immediately after consuming the wine, his friends fell ill. Attributing the cause of illness to the wine, he lodged a complaint with the Coorg tourism department, who in turn forwarded the complaint to the excise department which started a massive inspection drive across the district. Sources say, the reason for the illness was a high alcoholic content.

Confirming the developments, Coorg district Dy Commissioner of Excise Mr. Aziz Ahmed said that the department is trying to find the brand of wine which had the excess alcoholic content. “We are collecting the samples. The petitioner did not give us the exact details of the brand which caused the illness. The state government has fixed a maximum for the alcoholic content in wines. If we find a wine brand which has exceeded the limit for alcohol content, action will be initiated,” he said.

Meanwhile, sources in the state excise department have said that following the incident, locally made wines which do not have primary information such as name of the manufacturer, percentage of alcoholic content, brand name, validity period and manufacturing date are banned from the market.

“Coorg is known for its locally made wines. But the department will not allow a few to take any undue advantage. Our officials have already, banned wine brands which do not provide complete information,” said an officer.

Lonely Planet Award

Ms.Revathi Iyer, owner of Madikeri Kadagadal Home stay won the national level Lonely Planet Award for the best home stay. Tourism minister Mr. R.V.Deshpande today congratulated Mrs Revati and Yogesh Krishnaswami. Tourism dept officers, Jungle Lodges & Resorts Chairman Mr. Jayasimha were present.","['district', 'excise', 'tourism', 'wine', 'content', 'brand', 'wines', 'department', 'testing', 'coorg', 'complaint', 'drive', 'tourists']","Based on a complaint lodged by an anonymous tourist from Bengaluru city, Coorg district excise department officials have launched a massive wine-testing drive in the district.
The complaint was routed through the district tourism department.
It all started with a city tourist distributing home-made wines brought from Coorg to his friends in the city.
According to this anonymous petitioner, immediately after consuming the wine, his friends fell ill. Attributing the cause of illness to the wine, he lodged a complaint with the Coorg tourism department, who in turn forwarded the complaint to the excise department which started a massive inspection drive across the district.
If we find a wine brand which has exceeded the limit for alcohol content, action will be initiated,” he said.",https://www.deccanchronicle.com/150707/nation-current-affairs/article/wine-testing-drive-coorg-after-tourist%E2%80%99s-complaint,https://s3.ap-southeast-1.amazonaws.com/cdn.deccanchronicle.com/sites/default/files/P4HOMESTAY.jpg
"Healthy X’mas yums Bakey, Beku",,[],2018-12-13 00:06:00,"The mention of Christmas reminds one of all the gifts, decorations, sparkles and yums! About baking cakes, cookies, snacks and chocolates. From the days leading to Christmas to long after, many binge on delicious rose cookies, tassies, kal-kals, logs, marzipan and more that grandmas and mums make from scratch, and today the friendly neighbourhood baker is up for the task. But as yummy as this festive feasting is, all these are high on sugar and fat, leaving many perplexed about how they will curb the urge to gorge away. Sugar, refined flour, butter and chocolate — health buffs are already getting sleepless nights. The city has the perfect answer — This Christmas season, city bakers are are offering healthy goodies using a variety of natural ingredients like honey, jaggery, nut flours, seeds, oats, etc, so you can eat without guilt.

Chaitali Raizada, a city-based baker has two versions of the classic plum cake — the alcoholic and the fruity one (soaked in natural juices). She says, “The dry fruits for the non-alcoholic cake are cooked in fruit rind, juice and jaggery. I don’t trust store-bought flour. For my cakes, I use in-house milled almond flour. For those with a nut allergy, we use oat flour. I also do vegan cakes, and use cooking olive oil.”

City-based baker Trishala Ashok has many goodies being baked in her oven. “Every Christmas, we play Secret Santa and people send anonymous goodie boxes to loved ones. These are low-cal and healthy. This time, I will be making oat chocochip cookies, peanut butter truffles and ragi brownies. I have substituted white or brown sugar with jaggery and honey instead of artificial sweeteners,” says Trishala.

Arati Badgandi, a city-based doctor does not have time to workout, so eating right is very important to her. This festive season, she has opted for low cal goodies to keep a check on what she eats. She adds, “Healthy and low cal is the trend now. I have bought a lot of dark chocolate ragi brownies frosted with peanut butter, oatmeal and strawberry cupcakes. The surprising thing is that even though they are made unconventionally, they are still moist and taste good,” she says.

For Shruthi SA, who is known for her granola bars and chocolates, the agenda is simple, “I make a lot of granola bars, nutcrackers and healthy chocolates. Cinnamon and cloves are spices that are perfect for the festive season. Keeping this in mind, this time, we are making dark chocolate barks. I have used a lot of nuts and seeds and also chia, flax seeds and millet. So if you were to eat a 40 gm granola bar, your calorie intake would be close to 120 cal.”

Nutritionist Dr Aruna Vijay elaborates on this endless tussle about eating yums or going healthy, “It’s definitely going to be low calorie if natural substitutes are used. But it also depends on how they make it low cal. For example, if sugar is substituted with jaggery or honey then it’s definitely welcome. If they are going to use artificial sweeteners then that is a big no-no. We all know how our body reacts to chemicals. People who want to indulge in these low cal goodies should go ahead, and let go of a meal rather than eating it along with their three meals a day. Even the low calorie and healthy snacks should be used in moderation. They can have it for a day, and then go healthy from the next day.”","['bakey', 'healthy', 'jaggery', 'low', 'seeds', 'goodies', 'christmas', 'cal', 'used', 'beku', 'flour', 'yums', 'xmas', 'sugar']","This festive season, she has opted for low cal goodies to keep a check on what she eats.
She adds, “Healthy and low cal is the trend now.
But it also depends on how they make it low cal.
People who want to indulge in these low cal goodies should go ahead, and let go of a meal rather than eating it along with their three meals a day.
Even the low calorie and healthy snacks should be used in moderation.",https://www.deccanchronicle.com/lifestyle/viral-and-trending/131218/healthy-xmas-yums-bakey-beku.html,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-6mhakhlejt11dc1t93og3on7i1-20181212231345.Medi.jpeg
Deccan Chronicle,,[],None,"Tasmac told to compesnate for contaminated brandy

The petitioner was shocked to see a fly and several foreign bodies in the Brandy bottle. The seal of the bottle was intact.

26 Feb 2018 3:03 AM","['foreign', 'deccan', 'told', 'bottle', 'tasmac', 'fly', 'shocked', 'petitioner', 'seal', 'chronicle', 'feb', 'intact26']","Tasmac told to compesnate for contaminated brandyThe petitioner was shocked to see a fly and several foreign bodies in the Brandy bottle.
The seal of the bottle was intact.
26 Feb 2018 3:03 AM",https://www.deccanchronicle.com/content/tags/tasmac,https://www.deccanchronicle.com/images/favicon.ico
"Sex industry booms in Rohingya refugee camps as women struggle for food, water",,[],2017-10-24 11:03:00,"Sex workers share common traits: poverty, abusive family members and lack of funds make them vulnerable enough to be trafficked into the camp’s sex industry. (Representational | Photo: AFP)

Cox’s Bazaar: As Rohingya women struggle to access even the very basics such as food and water in Bangladesh’s overcrowded camps, a flourishing sex trade offers cash in times of desperation.

Four women entered the clean-swept mud hut, took off their black shawls and sat cross-legged on the floor. When asked if they sold sex, the women stirred uncomfortably and were silent. Later, after cups of tea, the question came up again.

The women caught each other’s eyes. Slowly one of them walked across the room to shut the door, another blocked the window. Darkness fell in the small, humid hut and voices turned to whispers.

“If anyone finds out what we do, they will kill us,” murmured 26-year-old Romida. More than 600,000 ethnic Rohingya, a Muslim minority in Myanmar, have fled attacks by the Myanmar army since late August, fleeing across to border to southern Bangladesh in the world’s fastest growing refugee crisis. In Kutupalong, the biggest camp, the sex industry is thriving. Many of the sex workers are longer term residents of the Bangladeshi camps, but the influx of tens of thousands more vulnerable women and girls is expected to fuel the trade.

“At least 500 Rohingya prostitutes live in Kutupalong,” said Noor, who works as a fixer, but many have lived for years in the camp which was established in 1992. “Recruiters now have their eyes set on the newcomers,” she added. UN agencies say they have no figures on the numbers of sex workers in the camps to make public.

“It’s hard to come by numbers and we don’t collect data on how many sex workers are in the camps,” Saba Zariv, an expert on gender-based violence at the U.N.’s population agency UNFPA told the Thomson Reuters Foundation.

-Rumors-

A recent report from UNICEF, the U.N. children’s fund, UNICEF report said that in the chaotic, unorganised camps, children and youths could fall prey to traffickers and people looking to exploit and manipulate them. From tight-knit conservative Muslim communities, the Rohingya often turn a blind eye to prostitution. “People pretend that it doesn’t exist,” said Noor. “The girls meet their Bangladeshi clients outside the camps. They don’t sleep with other Rohingya. Our communities are tight and rumours could spread easily. Each girl wants to appear pure.”

Many of the prostitutes are children who eat no more than one meal a day and don’t attend school. They work secretively without even their parents knowing. Rena, 18, who has lived in the camp for the past decade was forced to marry an alcoholic two years ago. “He mistreated me and beat me,” she said. Her abusive husband ran and left her when she gave birth to her first son. Feeding her child became impossible.

“That’s when I decided to become a sex worker. I was only 16, but it was out of desperation. I needed money.” Fourteen-year-old Kamru, who also sells sex, arrived years ago in a previous wave of Rohingya refugees. She has never been able to attend school because her family is too poor. “The camp is all I remember. I grew up here, but I was always hungry,” said the teenager, who like all the women and girls did not want to reveal her full name.

Sex workers share common traits: poverty, abusive family members and lack of funds make them vulnerable enough to be trafficked into the camp’s sex industry. “If aid agencies can’t manage to provide people with their basic needs, the risk of trafficking grows – if we can’t establish a sustainable mechanism here and aid tires out, we could see trafficking levels rise,” said Lisa Akero, gender protection specialist at the International Federation of Red Cross and Red Crescent Societies (IFRC).

-Slipping into Prostitution-

Romida had been left hungry and malnourished and saw prostitution as the only way she could survive. “I told myself I’d do anything. I didn’t have a choice.” Her first client was a Bangladeshi friend who convinced her to have sex with him for 1,000 Taka ($12).

“He paid good money,” she recalled. “The going-rate is 200 ($2.50) and my fixer takes half of it.” The business largely operates by phone calls, with pimps informing the girls where to go and who to see. On average, Romida has three male clients a week – and daren’t risk taking on more for fear of being found out. “I sometimes travel as far as Cox’s Bazar city, which is a two hour drive. Whenever I leave the camp, I have to make up excuses. I pretend to be visiting relatives or taking a shift at the market.”

The Rohingya women meet men of all backgrounds – from university students to local politicians. In a brief phone conversation, Ali, a 23-year-old Bangladeshi student told the Thomson Reuters Foundation that he sleeps with prostitutes occasionally, but when he eventually marries he would expect his wife to be a virgin.

Most clients don’t use condoms, the women said. “I take birth control injections, but I worry about HIV every day,” said Romida. She has never been tested for sexually transmitted diseases.

-Safe Spaces-

Half an hour’s drive away from the muddy, chaotic camps, surrounded by green rice paddies, local charity Pulse has set up a safe house for refugees that can host up to 30 women. Due to open in the coming days, the dormitory-style apartment is newly refurbished and has a psychologist on site.

“The girls who come here might not want to talk about what is happening in their lives as they could be in danger,” said the shelter’s manager Kurshida Aktar, adding that all vulnerable women are welcome: victims of rape, single mothers and sex workers.

“We’re creating an opportunity for women to rebuild their lives, access basic needs, have an outlet to talk and receive job training,” said Aktar. But the four Rohingya women who agreed to speak were largely unaware of such services. “We don’t ask about it for fear of being found out,” said Kamru, the youngest of the girls.

As she walks outside the house, she slips into her black burqa, covering all but her eyes. “I have to take it off when I’m with my Bangladeshi clients,” she said. “But in the camp it’s my way to stay anonymous.”","['industry', 'dont', 'camp', 'women', 'bangladeshi', 'rohingya', 'struggle', 'vulnerable', 'food', 'booms', 'camps', 'sex', 'workers', 'girls', 'water', 'refugee']","Sex workers share common traits: poverty, abusive family members and lack of funds make them vulnerable enough to be trafficked into the camp’s sex industry.
(Representational | Photo: AFP)Cox’s Bazaar: As Rohingya women struggle to access even the very basics such as food and water in Bangladesh’s overcrowded camps, a flourishing sex trade offers cash in times of desperation.
UN agencies say they have no figures on the numbers of sex workers in the camps to make public.
Sex workers share common traits: poverty, abusive family members and lack of funds make them vulnerable enough to be trafficked into the camp’s sex industry.
But the four Rohingya women who agreed to speak were largely unaware of such services.",https://www.deccanchronicle.com/world/neighbours/241017/human-in-the-humanitarian-crisis-booming-sex-trade-in-rohingya-refugee-camps.html,https://s3.ap-southeast-1.amazonaws.com/images.deccanchronicle.com/dc-Cover-5l4abugc4n1t2729q0frdm38l0-20171024110021.Medi.jpeg
